ID	Top_Discriminant	Discriminant	Category Lv3	Date	Amount	Num Trans
1341	Non Essentials	Non Essentials	i. Pharmacy	4/1/2015	340.5	5
1342	Non Essentials	Non Essentials	i. Shoes	10/1/2010	85	1
1344	Non Essentials	Non Essentials	i. Shoes	4/1/2011	298.99	2
1347	Non Essentials	Non Essentials	i. Shoes	1/1/2012	689.42	3
1353	Non Essentials	Non Essentials	i. Shoes	7/1/2013	484.87	3
1354	Non Essentials	Non Essentials	i. Shoes	10/1/2013	242.13	2
1356	Non Essentials	Non Essentials	i. Shoes	4/1/2014	207.44	1
1357	Non Essentials	Non Essentials	i. Shoes	7/1/2014	130	2
1358	Non Essentials	Non Essentials	i. Shoes	10/1/2014	331.96	3
1359	Non Essentials	Non Essentials	i. Shoes	1/1/2015	426.33	2
1360	Non Essentials	Non Essentials	i. Stationary & Post Office	1/1/2010	10.5	1
1361	Non Essentials	Non Essentials	i. Stationary & Post Office	4/1/2010	785.4	3
1362	Non Essentials	Non Essentials	i. Stationary & Post Office	7/1/2010	82.5	2
1363	Non Essentials	Non Essentials	i. Stationary & Post Office	10/1/2010	19.4	1
1364	Non Essentials	Non Essentials	i. Stationary & Post Office	1/1/2011	24.95	1
1366	Non Essentials	Non Essentials	i. Stationary & Post Office	7/1/2011	25.05	2
1368	Non Essentials	Non Essentials	i. Stationary & Post Office	1/1/2012	13.8	1
1370	Non Essentials	Non Essentials	i. Stationary & Post Office	7/1/2012	20.45	1
1371	Non Essentials	Non Essentials	i. Stationary & Post Office	10/1/2012	72.6	1
1375	Non Essentials	Non Essentials	i. Stationary & Post Office	10/1/2013	492.85	6
1376	Non Essentials	Non Essentials	i. Stationary & Post Office	1/1/2014	49.06	2
1377	Non Essentials	Non Essentials	i. Stationary & Post Office	4/1/2014	255.9	3
1379	Non Essentials	Non Essentials	i. Stationary & Post Office	10/1/2014	89.86	2
1380	Non Essentials	Non Essentials	i. Stationary & Post Office	1/1/2015	144.45	2
1381	Non Essentials	Non Essentials	i. Stationary & Post Office	4/1/2015	23.05	1
1382	Non Essentials	Non Essentials	i. Transport - Buses	4/1/2011	17	1
1386	Non Essentials	Non Essentials	i. Transport - Buses	4/1/2012	17.8	1
1389	Non Essentials	Non Essentials	i. Transport - Buses	1/1/2013	30	1
1390	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2010	4118.19	2
1391	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2010	6798.75	3
1392	Non Expenses	Non Expenses	c. Mortgage Interest	7/1/2010	7212.1	3
1393	Non Expenses	Non Expenses	c. Mortgage Interest	10/1/2010	7587.79	3
1394	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2011	7494.8	3
1395	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2011	7647.56	3
1396	Non Expenses	Non Expenses	c. Mortgage Interest	7/1/2011	7612.36	3
1397	Non Expenses	Non Expenses	c. Mortgage Interest	10/1/2011	7330.18	3
1398	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2012	4734.62	2
1399	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2012	6856.76	3
1400	Non Expenses	Non Expenses	c. Mortgage Interest	7/1/2012	6207.23	3
1401	Non Expenses	Non Expenses	c. Mortgage Interest	10/1/2012	5959.54	3
1402	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2013	5654.77	3
1403	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2013	7381.7	4
1404	Non Expenses	Non Expenses	c. Mortgage Interest	7/1/2013	5380.97	3
1405	Non Expenses	Non Expenses	c. Mortgage Interest	10/1/2013	4915.32	3
1406	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2014	4708.03	3
1407	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2014	4920.26	3
1408	Non Expenses	Non Expenses	c. Mortgage Interest	7/1/2014	4755.12	3
1409	Non Expenses	Non Expenses	c. Mortgage Interest	10/1/2014	4708.12	3
1410	Non Expenses	Non Expenses	c. Mortgage Interest	1/1/2015	1546.77	1
1411	Non Expenses	Non Expenses	c. Mortgage Interest	4/1/2015	3021.52	1
1412	Non Expenses	Non Expenses	k Mortgage_Payment	4/1/2014	1703.32	1
1413	Non Expenses	Non Expenses	o. MC Corinne	10/1/2010	3790.3	2
1414	Non Expenses	Non Expenses	o. MC Corinne	1/1/2011	4276.69	3
1415	Non Expenses	Non Expenses	o. MC Corinne	4/1/2011	2468.85	2
1416	Non Expenses	Non Expenses	o. MC Corinne	7/1/2011	8507.09	4
1417	Non Expenses	Non Expenses	o. MC Corinne	10/1/2011	5157.96	2
1418	Non Expenses	Non Expenses	o. MC Corinne	1/1/2012	5506.66	4
1420	Non Expenses	Non Expenses	o. MC Corinne	7/1/2012	564.44	3
1421	Non Expenses	Non Expenses	o. MC Corinne	10/1/2012	2374.31	3
1422	Non Expenses	Non Expenses	o. MC Corinne	1/1/2013	5299.05	3
1423	Non Expenses	Non Expenses	o. MC Corinne	4/1/2013	1137.9	3
1424	Non Expenses	Non Expenses	o. MC Corinne	7/1/2013	6547	3
1425	Non Expenses	Non Expenses	o. MC Corinne	10/1/2013	2437.54	2
1426	Non Expenses	Non Expenses	o. MC Corinne	1/1/2014	7472.69	3
1427	Non Expenses	Non Expenses	o. MC Corinne	4/1/2014	3761.79	3
1428	Non Expenses	Non Expenses	o. MC Corinne	7/1/2014	4165.68	3
1429	Non Expenses	Non Expenses	o. MC Corinne	10/1/2014	8083.18	3
1430	Non Expenses	Non Expenses	o. MC Corinne	1/1/2015	-1597.29	4
1431	Non Expenses	Non Expenses	o. MC Corinne	4/1/2015	11998.25	3
1432	Non Expenses	Non Expenses	o. MC Luis	10/1/2010	10134.08	4
1433	Non Expenses	Non Expenses	o. MC Luis	1/1/2011	30642.56	8
1434	Non Expenses	Non Expenses	o. MC Luis	4/1/2011	19054.68	4
1435	Non Expenses	Non Expenses	o. MC Luis	7/1/2011	15607.96	3
1436	Non Expenses	Non Expenses	o. MC Luis	10/1/2011	10948.35	3
1437	Non Expenses	Non Expenses	o. MC Luis	1/1/2012	15824.89	3
1438	Non Expenses	Non Expenses	o. MC Luis	4/1/2012	8842.98	2
1439	Non Expenses	Non Expenses	o. MC Luis	7/1/2012	16831.23	3
1440	Non Expenses	Non Expenses	o. MC Luis	10/1/2012	14472.86	3
1441	Non Expenses	Non Expenses	o. MC Luis	1/1/2013	20204.61	4
1442	Non Expenses	Non Expenses	o. MC Luis	4/1/2013	11125.55	3
1443	Non Expenses	Non Expenses	o. MC Luis	7/1/2013	6576.71	3
1444	Non Expenses	Non Expenses	o. MC Luis	10/1/2013	12677.03	3
1445	Non Expenses	Non Expenses	o. MC Luis	1/1/2014	15808.36	4
1446	Non Expenses	Non Expenses	o. MC Luis	4/1/2014	10394.97	3
1447	Non Expenses	Non Expenses	o. MC Luis	7/1/2014	18494.5	3
1448	Non Expenses	Non Expenses	o. MC Luis	10/1/2014	12112.59	3
1449	Non Expenses	Non Expenses	o. MC Luis	1/1/2015	613.97	4
1450	Non Expenses	Non Expenses	o. MC Luis	4/1/2015	28133.45	4
1451	Non Expenses	Non Expenses	q Work_Expenses	4/1/2015	992.76	2
1452	Non Expenses	Non Expenses	q. Corinne Work Expenses	7/1/2010	16	1
1453	Non Expenses	Non Expenses	q. Corinne Work Expenses	10/1/2010	5631.69	51
1454	Non Expenses	Non Expenses	q. Corinne Work Expenses	1/1/2011	1116.25	12
1455	Non Expenses	Non Expenses	q. Corinne Work Expenses	4/1/2011	8025	114
1456	Non Expenses	Non Expenses	q. Corinne Work Expenses	7/1/2011	17325	43
1457	Non Expenses	Non Expenses	q. Corinne Work Expenses	10/1/2011	19894.91	110
1458	Non Expenses	Non Expenses	q. Corinne Work Expenses	1/1/2012	5974.28	33
1459	Non Expenses	Non Expenses	q. Corinne Work Expenses	4/1/2012	283.06	6
1461	Non Expenses	Non Expenses	q. Corinne Work Expenses	10/1/2012	43.99	2
1462	Non Expenses	Non Expenses	q. Corinne Work Expenses	1/1/2013	18.4	1
1465	Non Expenses	Non Expenses	q. Corinne Work Expenses	10/1/2013	14.4	1
1466	Non Expenses	Non Expenses	q. Corinne Work Expenses	1/1/2014	194.45	4
1470	Non Expenses	Non Expenses	q. Corinne Work Expenses	1/1/2015	2022.7	16
1471	Non Expenses	Non Expenses	q. Corinne Work Expenses	4/1/2015	26.9	1
1472	Non Expenses	Non Expenses	r. Refunds	7/1/2010	-427.79	2
1473	Non Expenses	Non Expenses	r. Refunds	10/1/2010	-1599.11	5
1474	Non Expenses	Non Expenses	r. Refunds	1/1/2011	-1633.95	4
1475	Non Expenses	Non Expenses	r. Refunds	4/1/2011	-1181.75	2
1476	Non Expenses	Non Expenses	r. Refunds	7/1/2011	-2607.92	2
1477	Non Expenses	Non Expenses	r. Refunds	10/1/2011	-4457.12	3
1478	Non Expenses	Non Expenses	r. Refunds	1/1/2012	-3255.02	2
1479	Non Expenses	Non Expenses	r. Refunds	4/1/2012	-1861.75	9
1480	Non Expenses	Non Expenses	r. Refunds	7/1/2012	-1022.7	6
1481	Non Expenses	Non Expenses	r. Refunds	10/1/2012	-4942.04	6
1482	Non Expenses	Non Expenses	r. Refunds	1/1/2013	-551	1
1483	Non Expenses	Non Expenses	r. Refunds	4/1/2013	-985.17	5
1484	Non Expenses	Non Expenses	r. Refunds	7/1/2013	-5454.33	7
1485	Non Expenses	Non Expenses	r. Refunds	10/1/2013	-1300.72	12
1486	Non Expenses	Non Expenses	r. Refunds	1/1/2014	-931.95	7
1487	Non Expenses	Non Expenses	r. Refunds	4/1/2014	-1299.95	9
1488	Non Expenses	Non Expenses	r. Refunds	7/1/2014	-1103.09	9
1489	Non Expenses	Non Expenses	r. Refunds	10/1/2014	-7110.5	8
1490	Non Expenses	Non Expenses	r. Refunds	1/1/2015	-817.6	3
1491	Non Expenses	Non Expenses	r. Refunds	4/1/2015	-2231.65	7
1492	Non Expenses	Non Expenses	r. Salary Corinne	10/1/2010	-15050.8	4
1493	Non Expenses	Non Expenses	r. Salary Corinne	1/1/2011	-19907.64	4
1494	Non Expenses	Non Expenses	r. Salary Corinne	4/1/2011	-29984.54	7
1495	Non Expenses	Non Expenses	r. Salary Corinne	7/1/2011	-24926.78	5
1496	Non Expenses	Non Expenses	r. Salary Corinne	10/1/2011	-18011.97	3
1497	Non Expenses	Non Expenses	r. Salary Corinne	1/1/2012	-18181.32	3
1498	Non Expenses	Non Expenses	r. Salary Corinne	4/1/2012	-17458.74	3
1499	Non Expenses	Non Expenses	r. Salary Corinne	7/1/2012	-20699.4	3
1500	Non Expenses	Non Expenses	r. Salary Corinne	10/1/2012	-20725.92	3
1501	Non Expenses	Non Expenses	r. Salary Corinne	1/1/2013	-20699.41	3
1502	Non Expenses	Non Expenses	r. Salary Corinne	4/1/2013	-20746.71	4
1503	Non Expenses	Non Expenses	r. Salary Corinne	7/1/2013	-19520.66	3
1504	Non Expenses	Non Expenses	r. Salary Corinne	10/1/2013	-22704.52	4
1505	Non Expenses	Non Expenses	r. Salary Corinne	1/1/2014	-21249.14	3
1506	Non Expenses	Non Expenses	r. Salary Corinne	4/1/2014	-21081.79	3
1507	Non Expenses	Non Expenses	r. Salary Corinne	7/1/2014	-19725.98	3
1508	Non Expenses	Non Expenses	r. Salary Corinne	10/1/2014	-13409.81	2
1509	Non Expenses	Non Expenses	r. Salary Corinne	1/1/2015	-25475.03	8
1510	Non Expenses	Non Expenses	r. Salary Corinne	4/1/2015	-13485.39	4
1511	Non Expenses	Non Expenses	r. Salary LHR	10/1/2010	-16374.28	2
1512	Non Expenses	Non Expenses	r. Salary LHR	1/1/2011	-25834.3	4
1513	Non Expenses	Non Expenses	r. Salary LHR	4/1/2011	-25320.72	3
1514	Non Expenses	Non Expenses	r. Salary LHR	7/1/2011	-16766.48	2
1515	Non Expenses	Non Expenses	r. Salary LHR	10/1/2011	-25149.72	3
1516	Non Expenses	Non Expenses	r. Salary LHR	1/1/2012	-16766.48	2
1517	Non Expenses	Non Expenses	r. Salary LHR	4/1/2012	-40996.17	5
1518	Non Expenses	Non Expenses	r. Salary LHR	7/1/2012	-25784.72	3
1519	Non Expenses	Non Expenses	r. Salary LHR	10/1/2012	-25320.72	3
1520	Non Expenses	Non Expenses	r. Salary LHR	1/1/2013	-25320.72	3
1521	Non Expenses	Non Expenses	r. Salary LHR	4/1/2013	-26210.74	3
1522	Non Expenses	Non Expenses	r. Salary LHR	7/1/2013	-26795.42	8
1523	Non Expenses	Non Expenses	r. Salary LHR	10/1/2013	-26735.42	6
1524	Non Expenses	Non Expenses	r. Salary LHR	1/1/2014	-26210.41	3
1525	Non Expenses	Non Expenses	r. Salary LHR	4/1/2014	-27150.16	3
1526	Non Expenses	Non Expenses	r. Salary LHR	7/1/2014	-26940.18	3
1527	Non Expenses	Non Expenses	r. Salary LHR	10/1/2014	-26940.17	3
1528	Non Expenses	Non Expenses	r. Salary LHR	1/1/2015	-27142.16	3
1529	Non Expenses	Non Expenses	r. Salary LHR	4/1/2015	-18301.57	2
1530	Non Expenses	Non Expenses	r. Savings Interest	10/1/2010	-6.51	5
1531	Non Expenses	Non Expenses	r. Savings Interest	1/1/2011	-15.91	5
1532	Non Expenses	Non Expenses	r. Savings Interest	4/1/2011	-14.61	5
1533	Non Expenses	Non Expenses	r. Savings Interest	7/1/2011	-17.32	5
1534	Non Expenses	Non Expenses	r. Savings Interest	10/1/2011	-12.36	5
1535	Non Expenses	Non Expenses	r. Savings Interest	1/1/2012	-0.16	2
1536	Non Expenses	Non Expenses	r. Savings Interest	4/1/2012	-6.62	4
1537	Non Expenses	Non Expenses	r. Savings Interest	7/1/2012	-6.56	5
1538	Non Expenses	Non Expenses	r. Savings Interest	10/1/2012	-6.21	5
1539	Non Expenses	Non Expenses	r. Savings Interest	1/1/2013	-3.58	5
1540	Non Expenses	Non Expenses	r. Savings Interest	4/1/2013	-1.7	4
1541	Non Expenses	Non Expenses	r. Savings Interest	7/1/2013	-0.42	5
1542	Non Expenses	Non Expenses	r. Savings Interest	10/1/2013	-0.4	5
1543	Non Expenses	Non Expenses	r. Savings Interest	1/1/2014	-0.35	5
1544	Non Expenses	Non Expenses	r. Savings Interest	4/1/2014	-0.28	3
1545	Non Expenses	Non Expenses	r. Savings Interest	7/1/2014	-0.37	5
1546	Non Expenses	Non Expenses	r. Savings Interest	10/1/2014	-0.35	4
1547	Non Expenses	Non Expenses	r. Savings Interest	1/1/2015	-4.86	3
1548	Non Expenses	Non Expenses	r. Savings Interest	4/1/2015	-0.01	1
